Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
JBL_122719P42,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P42.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P43,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P43.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P44,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_112219P46,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_112919P45.5,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_120619P45.5,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_121319P44.5,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_122719P44.5,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_112219P45,U,U,U,U,U,U,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_122019P47,U,U,U,U,U,U,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:8.2:2,2:38.76:1014804:8.2:0,2:38.64:777620:8.2:0
JBL_011720P29,U,U,U,U,U,U,U,U,277:38.69:1013846:0.39:0,277:39.02:1174741:0.39:0,277:75.43:212417:0.39:0,277:38.73:1214584:0.39:0,277:38.94:770105:0.39:0,277:38.76:1014804:0.39:0,[277:38.64:777620:0.39:0
JBL_011720P30,U,U,U,U,U,U,U,U,90:38.69:1013846:0.25:0,90:39.02:1174741:0.25:0,90:75.43:212417:0.25:0,90:38.73:1214584:0.25:0,90:38.94:770105:0.25:0,90:38.76:1014804:0.25:0,[90:38.64:777620:0.25:0
JBL_011720P31,U,U,U,U,U,U,U,U,59:38.69:1013846:0.45:0,59:39.02:1174741:0.45:0,59:75.43:212417:0.45:0,59:38.73:1214584:0.45:0,59:38.94:770105:0.45:0,59:38.76:1014804:0.45:0,[59:38.64:777620:0.45:0
JBL_011720P32,U,U,U,U,U,U,U,U,98:38.69:1013846:0.4:0,98:39.02:1174741:0.4:0,98:75.43:212417:0.4:0,98:38.73:1214584:0.4:0,98:38.94:770105:0.4:0,98:38.76:1014804:0.4:0,[98:38.64:777620:0.4:0
JBL_011720P33,U,U,U,U,U,U,U,U,25:38.69:1013846:0.65:0,25:39.02:1174741:0.65:0,25:75.43:212417:0.65:0,25:38.73:1214584:0.65:0,25:38.94:770105:0.35:1,25:38.76:1014804:0.35:0,[25:38.64:777620:0.35:0
JBL_011720P34,U,U,U,U,U,U,U,U,8:38.69:1013846:0.75:0,8:39.02:1174741:0.75:0,8:75.43:212417:0.75:0,8:38.73:1214584:0.75:0,8:38.94:770105:0.75:0,8:38.76:1014804:0.75:0,[8:38.64:777620:0.75:0
JBL_011720P35,U,U,U,U,U,U,U,U,12:38.69:1013846:0.63:0,12:39.02:1174741:0.63:0,12:75.43:212417:0.63:0,12:38.73:1214584:0.63:0,12:38.94:770105:0.65:1,12:38.76:1014804:0.65:0,[12:38.64:777620:0.65:0
JBL_011720P36,U,U,U,U,U,U,U,U,31:38.69:1013846:1.05:0,31:39.02:1174741:1.05:0,31:75.43:212417:1.05:0,31:38.73:1214584:1.05:0,U:38.94:770105:U:U,31:38.76:1014804:1.05:0,[31:38.64:777620:1.05:0
JBL_011720P37,U,U,U,U,U,U,U,U,12:38.69:1013846:2.15:0,12:39.02:1174741:2.15:0,12:75.43:212417:2.15:0,12:38.73:1214584:2.15:0,12:38.94:770105:2.15:0,12:38.76:1014804:2.15:0,[12:38.64:777620:2.15:0
JBL_011720P38,U,U,U,U,U,U,U,U,34:38.69:1013846:1.7:1,35:39.02:1174741:1.7:0,35:75.43:212417:1.65:20,52:38.73:1214584:1.65:0,52:38.94:770105:1.65:0,52:38.76:1014804:1.65:0,[52:38.64:777620:1.65:0
JBL_011720P39,U,U,U,U,U,U,U,U,55:38.69:1013846:1.94:0,55:39.02:1174741:1.94:0,55:75.43:212417:1.94:0,55:38.73:1214584:1.94:0,55:38.94:770105:2.11:15,55:38.76:1014804:2.11:0,[55:38.64:777620:2.15:2
JBL_011720P40,U,U,U,U,U,U,U,U,5:38.69:1013846:2.45:0,5:39.02:1174741:2.45:0,5:75.43:212417:2.45:0,5:38.73:1214584:2.45:0,5:38.94:770105:2.45:0,5:38.76:1014804:2.45:0,[5:38.64:777620:2.45:0
JBL_011720P41,U,U,U,U,U,U,U,U,1:38.69:1013846:3.4:0,1:39.02:1174741:3.4:0,1:75.43:212417:3.4:0,1:38.73:1214584:3.4:0,U:38.94:770105:U:U,1:38.76:1014804:3.4:0,[1:38.64:777620:3.4:0
JBL_011720P42,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_011720P43,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_011720P44,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_011720P45,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_011720P46,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_011720P47,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_011720P48,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P34,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P34.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:38.73:1214584:0.3:1,1:38.94:770105:0.3:0,1:38.76:1014804:0.3:0,[1:38.64:777620:0.3:0
JBL_122019P35.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P36.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.7:44,44:38.73:1214584:0.7:6,U:38.94:770105:U:U,52:38.76:1014804:0.7:1,[53:38.64:777620:0.7:0
JBL_122019P37.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:1.1:2,2:38.73:1214584:1.1:0,2:38.94:770105:0.98:1,3:38.76:1014804:1.0:7,[10:38.64:777620:1.0:0
JBL_122019P38.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:1.52:1,1:38.73:1214584:1.52:0,1:38.94:770105:1.52:0,1:38.76:1014804:1.48:1,[2:38.64:777620:1.48:0
JBL_122019P39.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:1.77:5,5:38.76:1014804:1.77:0,[5:38.64:777620:1.77:0
JBL_122019P40.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P41.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P42.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P43.5,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P42,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P38,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P41,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P42.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P35.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P39,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P36,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P40,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P40.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P37.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P35,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P36.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P37,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P34,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P38.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P41.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P39.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P34.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P43.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320P43,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
