Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SWKS_112919C109,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.74:1,1:101.59:4126748:1.1:4,4:101.14:7339110:0.18:3,4:98.75:2588345:0.05:1,4:99.42:2686047:0.05:0,U:60.09:2713989::,4:96.04:2078849:0.05:1,4:96.41:1478516:0.05:0,4:97.84:1766997:0.05:0
SWKS_112919C110,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.39:3,3:100.44:1733122:0.39:0,3:100.38:1492618:0.61:121,124:101.59:4126748:1.08:125,244:101.14:7339110:0.18:45,259:98.75:2588345:0.18:0,259:99.42:2686047:0.18:0,U:60.09:2713989::,262:96.04:2078849:0.05:0,262:96.41:1478516:0.05:0,262:97.84:1766997:0.05:0
SWKS_112919C111,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.87:2,2:101.14:7339110:0.08:1,2:98.75:2588345:0.08:0,2:99.42:2686047:0.08:0,2:60.09:2713989:0.08:0,U:96.04:2078849:.:U,U:96.41:1478516:U:U,2:97.84:1766997:0.1:1
SWKS_112919C112,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.4:10,10:100.38:1492618:0.39:1,11:101.59:4126748:0.65:16,23:101.14:7339110:0.1:7,20:98.75:2588345:0.1:0,20:99.42:2686047:0.1:0,20:60.09:2713989:0.1:0,20:96.04:2078849:0.1:0,20:96.41:1478516:0.1:0,20:97.84:1766997:0.1:0
SWKS_112919C113,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,U:100.38:1492618::,0:101.59:4126748:0.6:4,4:101.14:7339110:0.6:0,4:98.75:2588345:0.6:0,4:99.42:2686047:0.6:0,U:60.09:2713989::,U:96.04:2078849:U:U,4:96.41:1478516:0.6:0,4:97.84:1766997:0.6:0
SWKS_120619C93,1:98.48,1:98.72,0:98.16,0:98.64:1476697:7.8:0,0:100.44:1733122:7.8:0,0:100.38:1492618:8.8:1,1:101.59:4126748:8.8:0,1:101.14:7339110:7.3:2,3:98.75:2588345:7.93:1,4:99.42:2686047:7.93:0,4:60.09:2713989:7.93:0,4:96.04:2078849:7.93:0,4:96.41:1478516:7.93:0,[4:97.84:1766997:7.93:0
SWKS_120619C93.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:9.7:1,1:101.14:7339110:4.35:1,2:98.75:2588345:6.4:1,2:99.42:2686047:6.4:0,U:60.09:2713989::,2:96.04:2078849:6.4:0,2:96.41:1478516:3.62:1,[2:97.84:1766997:3.62:0
SWKS_120619C94,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,0:60.09:2713989:0.0:0,0:96.04:2078849:0.0:0,0:96.41:1478516:3.45:2,[2:97.84:1766997:3.45:0
SWKS_120619C94.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,U:60.09:2713989::,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,[0:97.84:1766997:0.0:0
SWKS_120619C95,45:98.48,45:98.72,25:98.16,25:98.64:1476697:6.62:0,25:100.44:1733122:6.62:0,25:100.38:1492618:6.62:0,25:101.59:4126748:6.62:0,25:101.14:7339110:6.62:0,25:98.75:2588345:6.62:0,25:99.42:2686047:6.62:0,U:60.09:2713989::,211:96.04:2078849:2.8:75,211:96.41:1478516:2.75:2,[213:97.84:1766997:3.0:91
SWKS_120619C95.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:8.0:1,1:101.14:7339110:3.4:1,1:98.75:2588345:3.4:0,1:99.42:2686047:3.4:0,U:60.09:2713989::,3:96.04:2078849:2.32:0,3:96.41:1478516:2.32:0,[3:97.84:1766997:2.32:0
SWKS_120619C96,15:98.48,15:98.72,15:98.16,15:98.64:1476697:1.65:0,15:100.44:1733122:1.65:0,15:100.38:1492618:1.65:0,15:101.59:4126748:1.65:0,15:101.14:7339110:1.65:0,15:98.75:2588345:1.65:0,15:99.42:2686047:1.65:0,15:60.09:2713989:1.65:0,23:96.04:2078849:2.35:13,32:96.41:1478516:2.35:2,[33:97.84:1766997:2.15:9
SWKS_120619C97,0:98.48,0:98.72,0:98.16,20:98.64:1476697:4.21:0,20:100.44:1733122:4.21:0,20:100.38:1492618:4.21:0,20:101.59:4126748:4.21:0,20:101.14:7339110:4.21:0,20:98.75:2588345:4.21:0,20:99.42:2686047:4.21:0,20:60.09:2713989:4.21:0,35:96.04:2078849:1.55:13,48:96.41:1478516:1.65:25,[63:97.84:1766997:2.16:19
SWKS_120619C97.5,0:98.48,0:98.72,0:98.16,1:98.64:1476697:4.08:0,1:100.44:1733122:5.4:2,3:100.38:1492618:5.4:0,3:101.59:4126748:5.4:0,3:101.14:7339110:5.4:0,3:98.75:2588345:3.6:3,6:99.42:2686047:3.6:0,U:60.09:2713989::,6:96.04:2078849:1.8:3,9:96.41:1478516:1.4:1,[10:97.84:1766997:1.85:18
SWKS_120619C98,182:98.48,181:98.72,181:98.16,181:98.64:1476697:3.9:2,181:100.44:1733122:3.9:0,181:100.38:1492618:3.9:0,181:101.59:4126748:3.9:0,181:101.14:7339110:3.34:8,184:98.75:2588345:3.4:1,183:99.42:2686047:2.8:1,183:60.09:2713989:2.39:1,183:96.04:2078849:1.3:7,183:96.41:1478516:1.3:0,[183:97.84:1766997:1.71:19
SWKS_120619C100,6:98.48,15:98.72,15:98.16,15:98.64:1476697:3.3:0,15:100.44:1733122:4.5:34,43:100.38:1492618:4.07:38,49:101.59:4126748:5.0:15,60:101.14:7339110:3.19:506,499:98.75:2588345:1.95:79,577:99.42:2686047:1.9:101,605:60.09:2713989:1.0:468,397:96.04:2078849:0.65:3,396:96.41:1478516:0.63:26,[411:97.84:1766997:0.9:111
