Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
STX_112919P62,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:0.0:0,0:59.61:1398640:0.0:0,0:59.48:1869317:0.0:0,[0:59.28:1496258:0.0:0
STX_112919P63,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:0.0:0,0:59.61:1398640:0.0:0,0:59.48:1869317:0.0:0,[0:59.28:1496258:0.0:0
STX_112919P64,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:0.0:0,0:59.61:1398640:0.0:0,0:59.48:1869317:0.0:0,[0:59.28:1496258:0.0:0
STX_112919P65,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:0.0:0,0:59.61:1398640:0.0:0,0:59.48:1869317:0.0:0,0:59.28:1496258:0.0:0
STX_120619P53.5,6:58.08,8:57.67,8:57.84,8:58.12:1709504:0.58:0,8:58.79:1540559:0.58:0,8:58.25:1438939:0.58:0,8:57.97:1694140:0.25:2,7:58.13:1515242:0.25:0,7:58.21:1281163:0.25:0,7:59.08:2369860:0.25:0,7:60.09:2713989:0.25:0,7:59.61:1398640:0.25:0,7:59.48:1869317:0.25:0,7:59.28:1496258:0.25:0
STX_120619P54,4:58.08,11:57.67,23:57.84,23:58.12:1709504:0.57:0,23:58.79:1540559:0.39:7,30:58.25:1438939:0.39:0,30:57.97:1694140:0.39:0,30:58.13:1515242:0.39:0,30:58.21:1281163:0.26:3,33:59.08:2369860:0.26:0,33:60.09:2713989:0.26:0,33:59.61:1398640:0.15:2,35:59.48:1869317:0.15:0,35:59.28:1496258:0.11:20
STX_120619P54.5,2:58.08,2:57.67,2:57.84,2:58.12:1709504:0.57:0,2:58.79:1540559:0.43:5,7:58.25:1438939:0.43:0,7:57.97:1694140:0.43:0,7:58.13:1515242:0.43:0,7:58.21:1281163:0.43:0,7:59.08:2369860:0.43:0,7:60.09:2713989:0.43:0,7:59.61:1398640:0.43:0,7:59.48:1869317:0.43:0,[7:59.28:1496258:0.43:0
STX_120619P55,10:58.08,10:57.67,10:57.84,10:58.12:1709504:0.77:0,10:58.79:1540559:0.77:0,10:58.25:1438939:0.77:0,10:57.97:1694140:0.77:0,10:58.13:1515242:0.5:1,11:58.21:1281163:0.5:0,11:59.08:2369860:0.5:0,11:60.09:2713989:0.17:247,234:59.61:1398640:0.17:0,234:59.48:1869317:0.14:1,[235:59.28:1496258:0.14:0
STX_120619P55.5,0:58.08,0:57.67,0:57.84,4:58.12:1709504:0.82:0,4:58.79:1540559:0.6:3,7:58.25:1438939:0.6:0,7:57.97:1694140:0.6:0,7:58.13:1515242:0.6:1,7:58.21:1281163:0.41:1,7:59.08:2369860:0.41:0,7:60.09:2713989:0.2:7,14:59.61:1398640:0.2:0,14:59.48:1869317:0.25:1,[13:59.28:1496258:0.25:0
STX_120619P56,6:58.08,8:57.67,8:57.84,12:58.12:1709504:0.73:7,18:58.79:1540559:0.73:0,18:58.25:1438939:0.65:1,19:57.97:1694140:0.6:1,20:58.13:1515242:0.6:0,20:58.21:1281163:0.5:5,21:59.08:2369860:0.37:5,20:60.09:2713989:0.37:0,20:59.61:1398640:0.37:0,20:59.48:1869317:0.37:0,[20:59.28:1496258:0.27:9
STX_120619P56.5,1:58.08,1:57.67,1:57.84,1:58.12:1709504:2.21:0,1:58.79:1540559:0.79:1,1:58.25:1438939:0.79:0,1:57.97:1694140:0.73:9,9:58.13:1515242:0.73:0,9:58.21:1281163:0.7:4,13:59.08:2369860:0.43:43,56:60.09:2713989:0.3:6,61:59.61:1398640:0.37:2,63:59.48:1869317:0.37:0,[63:59.28:1496258:0.37:0
STX_120619P57,1:58.08,4:57.67,4:57.84,4:58.12:1709504:1.11:3,3:58.79:1540559:0.9:8,11:58.25:1438939:1.01:4,7:57.97:1694140:1.0:17,24:58.13:1515242:1.0:0,24:58.21:1281163:0.86:5,29:59.08:2369860:0.4:1,29:60.09:2713989:0.4:0,60:59.61:1398640:0.5:3,59:59.48:1869317:0.5:0,[59:59.28:1496258:0.38:105
STX_120619P57.5,1:58.08,1:57.67,26:57.84,26:58.12:1709504:1.58:0,26:58.79:1540559:1.16:1,27:58.25:1438939:1.02:10,27:57.97:1694140:1.03:19,45:58.13:1515242:1.13:1,45:58.21:1281163:1.03:7,52:59.08:2369860:0.53:21,63:60.09:2713989:0.49:13,117:59.61:1398640:0.55:9,111:59.48:1869317:0.58:20,[111:59.28:1496258:0.56:2
STX_120619P58,12:58.08,12:57.67,12:57.84,12:58.12:1709504:1.79:0,12:58.79:1540559:1.24:4,16:58.25:1438939:1.24:0,16:57.97:1694140:1.33:2,18:58.13:1515242:1.36:2,20:58.21:1281163:1.18:17,33:59.08:2369860:0.66:10,33:60.09:2713989:0.51:22,76:59.61:1398640:0.76:5,71:59.48:1869317:0.76:0,[71:59.28:1496258:0.7:12
STX_120619P58.5,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:1.59:2,2:58.25:1438939:1.47:2,4:57.97:1694140:1.47:0,4:58.13:1515242:1.47:0,4:58.21:1281163:1.47:0,4:59.08:2369860:1.47:0,4:60.09:2713989:0.7:80,91:59.61:1398640:0.88:6,95:59.48:1869317:0.88:0,[95:59.28:1496258:0.82:5
STX_120619P59,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:0.84:202,210:59.61:1398640:0.92:4,214:59.48:1869317:0.92:0,[214:59.28:1496258:1.11:104
STX_120619P59.5,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:1.11:20,11:59.61:1398640:1.12:3,14:59.48:1869317:1.29:18,[16:59.28:1496258:1.29:0
STX_120619P60,0:58.08,1:57.67,1:57.84,1:58.12:1709504:2.55:1,2:58.79:1540559:2.55:0,2:58.25:1438939:2.55:0,2:57.97:1694140:2.55:0,2:58.13:1515242:2.55:0,2:58.21:1281163:2.55:0,2:59.08:2369860:2.55:0,2:60.09:2713989:1.12:10,12:59.61:1398640:1.5:4,16:59.48:1869317:1.5:0,[16:59.28:1496258:1.5:0
STX_120619P60.5,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:0.0:0,1:59.61:1398640:1.49:0,1:59.48:1869317:1.83:1,[1:59.28:1496258:1.77:1
STX_120619P61,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:3.0:10,10:59.08:2369860:3.0:0,10:60.09:2713989:1.57:10,20:59.61:1398640:1.57:0,20:59.48:1869317:1.57:0,[20:59.28:1496258:2.1:25
STX_120619P61.5,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:0.0:0,0:59.61:1398640:0.0:0,0:59.48:1869317:0.0:0,[0:59.28:1496258:0.0:0
STX_120619P62,0:58.08,0:57.67,1:57.84,2:58.12:1709504:3.78:1,2:58.79:1540559:3.78:0,2:58.25:1438939:3.78:0,2:57.97:1694140:3.78:0,2:58.13:1515242:3.78:0,2:58.21:1281163:3.78:0,2:59.08:2369860:3.78:0,2:60.09:2713989:3.78:0,2:59.61:1398640:3.78:0,2:59.48:1869317:3.78:0,[2:59.28:1496258:3.78:0
STX_120619P62.5,0:58.08,0:57.67,0:57.84,0:58.12:1709504:0.0:0,0:58.79:1540559:0.0:0,0:58.25:1438939:0.0:0,0:57.97:1694140:0.0:0,0:58.13:1515242:0.0:0,0:58.21:1281163:0.0:0,0:59.08:2369860:0.0:0,0:60.09:2713989:0.0:0,0:59.61:1398640:0.0:0,0:59.48:1869317:0.0:0,[0:59.28:1496258:0.0:0
STX_120619P63,0:58.08,0:57.67,0:57.84,0:58.12:1709504:4.6:2,1:58.79:1540559:4.6:0,1:58.25:1438939:4.6:0,1:57.97:1694140:4.6:0,1:58.13:1515242:4.6:0,1:58.21:1281163:4.6:0,1:59.08:2369860:4.6:0,1:60.09:2713989:4.6:0,1:59.61:1398640:4.6:0,1:59.48:1869317:3.6:11,[10:59.28:1496258:3.6:0
STX_121319P53.5,0:58.08,10:57.67,10:57.84,13:58.12:1709504:0.58:0,13:58.79:1540559:0.58:0,13:58.25:1438939:0.58:0,13:57.97:1694140:0.58:0,13:58.13:1515242:0.58:0,13:58.21:1281163:0.58:0,13:59.08:2369860:0.58:0,13:60.09:2713989:0.17:1,13:59.61:1398640:0.17:0,13:59.48:1869317:0.17:0,13:59.28:1496258:0.17:0
STX_121319P54,12:58.08,12:57.67,33:57.84,33:58.12:1709504:0.73:0,33:58.79:1540559:0.47:2,35:58.25:1438939:0.44:7,42:57.97:1694140:0.44:0,42:58.13:1515242:0.44:0,42:58.21:1281163:0.41:5,47:59.08:2369860:0.41:0,47:60.09:2713989:0.41:0,47:59.61:1398640:0.41:0,47:59.48:1869317:0.26:2,47:59.28:1496258:0.26:0
STX_121319P54.5,1:58.08,1:57.67,20:57.84,21:58.12:1709504:0.8:0,21:58.79:1540559:0.58:2,23:58.25:1438939:0.58:0,23:57.97:1694140:0.53:1,23:58.13:1515242:0.53:0,23:58.21:1281163:0.53:0,23:59.08:2369860:0.53:0,23:60.09:2713989:0.53:0,23:59.61:1398640:0.53:0,23:59.48:1869317:0.53:0,[23:59.28:1496258:0.53:0
STX_121319P55,1:58.08,1:57.67,6:57.84,6:58.12:1709504:1.0:0,6:58.79:1540559:0.65:2,6:58.25:1438939:0.65:0,6:57.97:1694140:0.59:33,38:58.13:1515242:0.59:0,38:58.21:1281163:0.55:5,42:59.08:2369860:0.31:6,40:60.09:2713989:0.31:0,40:59.61:1398640:0.33:9,44:59.48:1869317:0.33:0,[44:59.28:1496258:0.33:0
STX_121319P55.5,1:58.08,1:57.67,1:57.84,1:58.12:1709504:0.81:16,17:58.79:1540559:0.74:16,29:58.25:1438939:0.7:10,39:57.97:1694140:0.68:22,60:58.13:1515242:0.73:3,63:58.21:1281163:0.68:9,72:59.08:2369860:0.68:0,72:60.09:2713989:0.68:0,72:59.61:1398640:0.68:0,72:59.48:1869317:0.68:0,[72:59.28:1496258:0.68:0
STX_121319P56,0:58.08,1:57.67,2:57.84,2:58.12:1709504:1.24:0,2:58.79:1540559:0.92:8,8:58.25:1438939:0.79:36,43:57.97:1694140:0.81:5,48:58.13:1515242:0.81:0,48:58.21:1281163:0.81:0,48:59.08:2369860:0.49:12,55:60.09:2713989:0.49:64,114:59.61:1398640:0.52:10,104:59.48:1869317:0.53:1,[103:59.28:1496258:0.54:4
STX_121319P56.5,0:58.08,0:57.67,17:57.84,17:58.12:1709504:1.39:0,17:58.79:1540559:0.99:37,54:58.25:1438939:0.92:13,67:57.97:1694140:0.98:25,91:58.13:1515242:0.96:6,96:58.21:1281163:0.96:0,96:59.08:2369860:0.52:32,125:60.09:2713989:0.41:5,135:59.61:1398640:0.49:0,135:59.48:1869317:0.58:1,[134:59.28:1496258:0.58:0
STX_121319P57,2:58.08,2:57.67,2:57.84,2:58.12:1709504:1.2:6,6:58.79:1540559:1.2:33,38:58.25:1438939:1.07:18,56:57.97:1694140:1.12:13,64:58.13:1515242:1.12:0,64:58.21:1281163:1.12:5,69:59.08:2369860:0.71:14,82:60.09:2713989:0.6:12,94:59.61:1398640:0.73:12,82:59.48:1869317:0.73:3,[80:59.28:1496258:0.7:3
