Symbol,20191104,20191106,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
QQQ_122719C199.5,U,U,9:201.23:15155921:5.05:2,11:200.96:10128652:5.05:0,11:201.54:14695374:5.37:5,13:201.59:15792836:5.37:0,13:201.43:16903669:5.37:0,13:202.91:18151654:5.95:7,13:203.07:18408797:5.95:0,14:202.07:32364255:4.97:28,39:201.7:17883581:4.97:0,[39:201.83:17186554:5.17:2
QQQ_122719C200,U,U,10:201.23:15155921:5.13:7,17:200.96:10128652:4.83:7,24:201.54:14695374:5.31:8,28:201.59:15792836:5.11:19,47:201.43:16903669:4.63:2,49:202.91:18151654:5.64:7,49:203.07:18408797:5.64:0,51:202.07:32364255:4.77:75,98:201.7:17883581:4.75:27,[125:201.83:17186554:4.57:5
QQQ_122719C201,U,U,2:201.23:15155921:4.51:4,5:200.96:10128652:4.14:21,25:201.54:14695374:4.31:202,194:201.59:15792836:4.19:224,253:201.43:16903669:4.27:137,308:202.91:18151654:4.65:22,318:203.07:18408797:4.7:2,320:202.07:32364255:4.06:57,330:201.7:17883581:3.81:80,[372:201.83:17186554:4.0:29
QQQ_122719C202,U,U,26:201.23:15155921:3.83:39,63:200.96:10128652:3.65:1,63:201.54:14695374:3.83:3,65:201.59:15792836:3.83:0,65:201.43:16903669:3.63:9,72:202.91:18151654:3.99:32,93:203.07:18408797:4.4:25,108:202.07:32364255:3.5:7,109:201.7:17883581:3.45:97,[182:201.83:17186554:3.34:54
QQQ_122719C202.5,U,U,0:201.23:15155921:3.1:32,32:200.96:10128652:3.36:11,43:201.54:14695374:3.53:11,44:201.59:15792836:3.53:0,44:201.43:16903669:3.53:0,44:202.91:18151654:3.69:10,50:203.07:18408797:3.98:11,50:202.07:32364255:3.29:203,251:201.7:17883581:3.13:10,[248:201.83:17186554:2.9:1027
QQQ_122719C203,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:3.5:152,151:201.59:15792836:3.31:13,164:201.43:16903669:3.31:0,164:202.91:18151654:3.43:257,418:203.07:18408797:3.43:0,438:202.07:32364255:2.82:329,706:201.7:17883581:2.91:1,[706:201.83:17186554:2.72:417
QQQ_122719C204,U,U,22:201.23:15155921:2.58:1,23:200.96:10128652:2.55:1,24:201.54:14695374:2.91:22,17:201.59:15792836:2.71:1,18:201.43:16903669:2.71:0,18:202.91:18151654:2.74:61,75:203.07:18408797:3.14:10,89:202.07:32364255:2.48:208,288:201.7:17883581:2.4:44,[329:201.83:17186554:2.11:90
QQQ_122719C205,U,U,2:201.23:15155921:2.2:3,5:200.96:10128652:1.97:2,7:201.54:14695374:2.57:17,23:201.59:15792836:2.4:12,32:201.43:16903669:2.06:2,32:202.91:18151654:2.4:35,52:203.07:18408797:2.49:1,61:202.07:32364255:1.85:343,364:201.7:17883581:1.94:16,[363:201.83:17186554:1.74:70
QQQ_122719C206,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:1.81:2,2:201.54:14695374:2.11:61,61:201.59:15792836:1.79:15,76:201.43:16903669:1.75:8,79:202.91:18151654:1.93:14,91:203.07:18408797:2.03:2,450:202.07:32364255:1.56:30,453:201.7:17883581:1.56:0,[453:201.83:17186554:1.31:20
QQQ_122719C207,U,U,2:201.23:15155921:1.61:4,6:200.96:10128652:1.43:4,10:201.54:14695374:1.75:3,13:201.59:15792836:1.68:9,17:201.43:16903669:1.4:1,18:202.91:18151654:1.63:1,19:203.07:18408797:1.48:33,174:202.07:32364255:1.07:121,287:201.7:17883581:1.14:7,[294:201.83:17186554:0.98:53
QQQ_122719C207.5,U,U,1406:201.23:15155921:1.64:0,1406:200.96:10128652:1.64:0,1406:201.54:14695374:1.53:1,1407:201.59:15792836:1.53:0,1407:201.43:16903669:1.53:0,1407:202.91:18151654:1.53:100,1465:203.07:18408797:1.25:1,1467:202.07:32364255:1.35:0,1467:201.7:17883581:1.07:3,[1470:201.83:17186554:0.92:5
QQQ_122719C208,U,U,31:201.23:15155921:1.29:59,73:200.96:10128652:1.18:1,74:201.54:14695374:1.28:5,75:201.59:15792836:1.16:4,77:201.43:16903669:1.08:19,94:202.91:18151654:1.25:7,95:203.07:18408797:1.19:2,476:202.07:32364255:0.92:18,476:201.7:17883581:0.83:46,[483:201.83:17186554:0.72:34
QQQ_122719C209,U,U,87:201.23:15155921:1.0:1,87:200.96:10128652:0.95:10,93:201.54:14695374:1.02:12,99:201.59:15792836:1.02:0,99:201.43:16903669:0.78:2,99:202.91:18151654:0.96:22,106:203.07:18408797:0.94:22,134:202.07:32364255:0.66:17,135:201.7:17883581:0.64:575,[703:201.83:17186554:0.53:4
QQQ_123119C211,U,U,91:201.23:15155921:0.71:0,91:200.96:10128652:0.66:52,120:201.54:14695374:0.66:0,120:201.59:15792836:0.66:0,120:201.43:16903669:0.66:0,120:202.91:18151654:0.66:0,120:203.07:18408797:0.65:7,354:202.07:32364255:0.42:5,358:201.7:17883581:0.41:38,[383:201.83:17186554:0.33:1
QQQ_112219C195.5,U,U,U,3:200.96:10128652:5.73:0,3:201.54:14695374:5.73:0,3:201.59:15792836:5.84:20,23:201.43:16903669:6.37:90,113:202.91:18151654:7.46:35,148:203.07:18408797:7.12:2,148:202.07:32364255:5.95:1,149:201.7:17883581:6.1:54,98:201.83:17186554:6.06:108
QQQ_122719C195.5,U,U,U,0:200.96:10128652:0.0:0,0:201.54:14695374:8.6:27,27:201.59:15792836:8.6:0,27:201.43:16903669:8.6:0,27:202.91:18151654:8.6:0,27:203.07:18408797:8.6:0,27:202.07:32364255:8.6:0,27:201.7:17883581:8.6:0,27:201.83:17186554:8.6:0
QQQ_011720C192,U,U,U,U,U,U,5357:201.43:16903669:11.67:1,5356:202.91:18151654:12.79:316,5615:203.07:18408797:12.77:1,5603:202.07:32364255:11.79:29,5604:201.7:17883581:11.79:0,[5604:201.83:17186554:12.32:2
QQQ_011720C193,U,U,U,U,U,U,6046:201.43:16903669:11.22:6,6047:202.91:18151654:11.95:29,6041:203.07:18408797:12.01:103,6046:202.07:32364255:11.39:45,6025:201.7:17883581:11.17:73,[6025:201.83:17186554:11.16:60
QQQ_011720C194,U,U,U,U,U,U,3132:201.43:16903669:10.51:37,3166:202.91:18151654:11.15:165,3319:203.07:18408797:11.5:37,3326:202.07:32364255:10.59:119,3268:201.7:17883581:10.37:93,[3278:201.83:17186554:10.33:26
QQQ_011720C195,U,U,U,U,U,U,30690:201.43:16903669:9.72:136,30722:202.91:18151654:10.38:277,30903:203.07:18408797:10.55:85,30920:202.07:32364255:9.75:110,30964:201.7:17883581:9.67:123,[31021:201.83:17186554:9.62:79
QQQ_011720C196,U,U,U,U,U,U,4250:201.43:16903669:8.97:6,4255:202.91:18151654:9.51:182,4423:203.07:18408797:9.77:4,4428:202.07:32364255:9.03:49,4431:201.7:17883581:8.98:12,[4441:201.83:17186554:8.76:15
QQQ_011720C197,U,U,U,U,U,U,4740:201.43:16903669:8.11:54,4745:202.91:18151654:8.83:178,4905:203.07:18408797:9.15:85,4920:202.07:32364255:7.97:119,4923:201.7:17883581:8.17:20,[4927:201.83:17186554:8.01:46
QQQ_011720C198,U,U,U,U,U,U,6051:201.43:16903669:7.45:251,6078:202.91:18151654:7.99:337,6075:203.07:18408797:8.02:114,6079:202.07:32364255:7.49:71,6085:201.7:17883581:7.5:42,[6096:201.83:17186554:7.38:119
QQQ_011720C199,U,U,U,U,U,U,6368:201.43:16903669:6.87:79,6355:202.91:18151654:7.3:223,6338:203.07:18408797:7.33:14,6353:202.07:32364255:6.9:419,6380:201.7:17883581:6.8:327,[6378:201.83:17186554:6.64:153
QQQ_011720C200,U,U,U,U,U,U,27579:201.43:16903669:6.12:517,27611:202.91:18151654:6.61:271,27604:203.07:18408797:6.73:271,29296:202.07:32364255:6.17:913,29535:201.7:17883581:5.98:1905,[29859:201.83:17186554:5.95:404
QQQ_011720C201,U,U,U,U,U,U,5494:201.43:16903669:5.56:403,5706:202.91:18151654:6.0:514,5932:203.07:18408797:6.08:77,6092:202.07:32364255:5.5:1023,6180:201.7:17883581:5.23:467,[6252:201.83:17186554:5.24:391
QQQ_011720C202,U,U,U,U,U,U,2087:201.43:16903669:4.95:608,2143:202.91:18151654:5.37:629,2434:203.07:18408797:5.48:609,2268:202.07:32364255:4.85:746,2519:201.7:17883581:4.81:265,[2619:201.83:17186554:4.7:2112
QQQ_011720C203,U,U,U,U,U,U,5529:201.43:16903669:4.38:464,5590:202.91:18151654:4.73:630,5700:203.07:18408797:4.82:388,6269:202.07:32364255:4.27:2871,7562:201.7:17883581:4.12:128,[7601:201.83:17186554:4.07:227
QQQ_011720C204,U,U,U,U,U,U,1930:201.43:16903669:3.83:185,1919:202.91:18151654:4.18:134,1938:203.07:18408797:4.22:56,2861:202.07:32364255:3.69:826,3453:201.7:17883581:3.51:51,[3477:201.83:17186554:3.55:48
QQQ_011720C205,U,U,U,U,U,U,25983:201.43:16903669:3.36:257,26019:202.91:18151654:3.57:2480,27331:203.07:18408797:3.66:232,27114:202.07:32364255:3.2:598,26867:201.7:17883581:3.04:150,[26939:201.83:17186554:3.05:2674
QQQ_011720C206,U,U,U,U,U,U,2057:201.43:16903669:2.72:2,2056:202.91:18151654:3.12:234,2227:203.07:18408797:3.25:78,2380:202.07:32364255:2.65:1094,2906:201.7:17883581:2.66:742,[3620:201.83:17186554:2.56:783
QQQ_011720C207,U,U,U,U,U,U,2976:201.43:16903669:2.36:337,3020:202.91:18151654:2.67:309,3079:203.07:18408797:2.65:315,3421:202.07:32364255:2.28:413,3523:201.7:17883581:2.23:846,[4185:201.83:17186554:2.12:156
QQQ_011720C208,U,U,U,U,U,U,3307:201.43:16903669:2.04:92,3346:202.91:18151654:2.23:101,3329:203.07:18408797:2.28:417,3846:202.07:32364255:1.89:618,4133:201.7:17883581:1.77:337,[4190:201.83:17186554:1.73:193
QQQ_011720C209,U,U,U,U,U,U,2198:201.43:16903669:1.73:234,2171:202.91:18151654:1.88:134,2099:203.07:18408797:1.98:2,2420:202.07:32364255:1.44:1187,2919:201.7:17883581:1.53:60,[2905:201.83:17186554:1.42:195
QQQ_011720C210,U,U,U,U,U,U,57517:201.43:16903669:1.42:186,57506:202.91:18151654:1.53:110,57507:203.07:18408797:1.57:2207,75596:202.07:32364255:1.24:478,75521:201.7:17883581:1.21:114,[75540:201.83:17186554:1.16:10302
QQQ_011720C211,U,U,U,U,U,U,3013:201.43:16903669:1.18:84,2993:202.91:18151654:1.26:13,2998:203.07:18408797:1.27:2055,5256:202.07:32364255:1.0:822,5870:201.7:17883581:0.98:120,[5920:201.83:17186554:0.89:12
QQQ_011720C212,U,U,U,U,U,U,U,6849:202.91:18151654:1.03:718,6900:203.07:18408797:1.04:2096,8443:202.07:32364255:0.74:2200,9960:201.7:17883581:0.75:227,10018:201.83:17186554:0.71:384
QQQ_112219C210,U,U,U,U,U,U,U,351:202.91:18151654:0.03:3147,3480:203.07:18408797:0.01:4624,5326:202.07:32364255:0.01:12,5335:201.7:17883581:0.01:10,5329:201.83:17186554:0.01:10
QQQ_112219C211,U,U,U,U,U,U,U,129:202.91:18151654:0.01:1694,1709:203.07:18408797:0.01:0,U:202.07:32364255:U:U,1709:201.7:17883581:0.01:0,1709:201.83:17186554:0.01:0
QQQ_112919C210,U,U,U,U,U,U,U,1085:202.91:18151654:0.07:110,1180:203.07:18408797:0.04:5,1228:202.07:32364255:0.01:168,1380:201.7:17883581:0.01:84,1455:201.83:17186554:0.01:5
QQQ_112919C211,U,U,U,U,U,U,U,9771:202.91:18151654:0.06:0,9771:203.07:18408797:0.03:42,9775:202.07:32364255:0.01:10,9767:201.7:17883581:0.01:130,9897:201.83:17186554:0.01:10
QQQ_120619C210,U,U,U,U,U,U,U,868:202.91:18151654:0.18:22,888:203.07:18408797:0.17:1,898:202.07:32364255:0.07:118,994:201.7:17883581:0.05:43,1011:201.83:17186554:0.03:26
QQQ_120619C211,U,U,U,U,U,U,U,71:202.91:18151654:0.13:3,74:203.07:18408797:0.13:0,75:202.07:32364255:0.11:0,75:201.7:17883581:0.11:0,75:201.83:17186554:0.02:68
QQQ_121319C210,U,U,U,U,U,U,U,188:202.91:18151654:0.37:5,190:203.07:18408797:0.39:29,206:202.07:32364255:0.17:41,189:201.7:17883581:0.16:2,188:201.83:17186554:0.12:15
QQQ_121319C211,U,U,U,U,U,U,U,40:202.91:18151654:0.27:20,60:203.07:18408797:0.27:6,69:202.07:32364255:0.16:15,54:201.7:17883581:0.11:22,69:201.83:17186554:0.09:2
QQQ_122019C212,U,U,U,U,U,U,U,15370:202.91:18151654:0.32:4047,15318:203.07:18408797:0.33:67,15314:202.07:32364255:0.17:5699,13175:201.7:17883581:0.15:25,13182:201.83:17186554:0.14:28
QQQ_122719C210,U,U,U,U,U,U,U,423:202.91:18151654:0.71:151,556:203.07:18408797:0.75:21,564:202.07:32364255:0.44:15,572:201.7:17883581:0.5:6,568:201.83:17186554:0.37:14010
QQQ_122719C211,U,U,U,U,U,U,U,15:202.91:18151654:0.59:7,22:203.07:18408797:0.6:5,46:202.07:32364255:0.36:2,46:201.7:17883581:0.34:20,49:201.83:17186554:0.34:0
QQQ_123119C212,U,U,U,U,U,U,U,418:202.91:18151654:0.48:1011,1162:203.07:18408797:0.44:1,1164:202.07:32364255:0.32:303,1435:201.7:17883581:0.29:205,1602:201.83:17186554:0.23:807
QQQ_011720C213,U,U,U,U,U,U,U,U,3331:203.07:18408797:0.76:137,3572:202.07:32364255:0.6:740,3976:201.7:17883581:0.65:39,3966:201.83:17186554:0.51:6
QQQ_112219C212,U,U,U,U,U,U,U,U,855:203.07:18408797:0.01:29,840:202.07:32364255:0.01:0,840:201.7:17883581:0.01:0,840:201.83:17186554:0.01:0
QQQ_112919C198.5,U,U,U,U,U,U,U,U,0:203.07:18408797:5.2:5,10:202.07:32364255:4.18:20,15:201.7:17883581:4.18:0,[15:201.83:17186554:3.55:113
QQQ_112919C199.5,U,U,U,U,U,U,U,U,0:203.07:18408797:3.82:2,7:202.07:32364255:3.18:226,106:201.7:17883581:3.2:87,[113:201.83:17186554:2.79:59
QQQ_112919C212,U,U,U,U,U,U,U,U,114:203.07:18408797:0.03:5,117:202.07:32364255:0.01:59,U:201.7:17883581:.0:U,164:201.83:17186554:0.02:1
QQQ_120619C212,U,U,U,U,U,U,U,U,106:203.07:18408797:0.1:0,109:202.07:32364255:0.05:100,209:201.7:17883581:0.03:12,197:201.83:17186554:0.02:13
QQQ_121319C212,U,U,U,U,U,U,U,U,152:203.07:18408797:0.15:3,159:202.07:32364255:0.08:11,159:201.7:17883581:0.08:3,161:201.83:17186554:0.05:23
QQQ_122019C197.5,U,U,U,U,U,U,U,U,0:203.07:18408797:6.8:14,23:202.07:32364255:7.11:57,80:201.7:17883581:6.49:3,[82:201.83:17186554:6.49:0
QQQ_122019C198.5,U,U,U,U,U,U,U,U,0:203.07:18408797:6.55:22,101:202.07:32364255:5.41:13,114:201.7:17883581:5.65:17,[131:201.83:17186554:5.65:0
QQQ_122019C199.5,U,U,U,U,U,U,U,U,0:203.07:18408797:5.76:161,259:202.07:32364255:4.82:303,454:201.7:17883581:4.78:40,[459:201.83:17186554:4.55:69
QQQ_122019C202.5,U,U,U,U,U,U,U,U,0:203.07:18408797:3.66:344,334:202.07:32364255:3.07:874,909:201.7:17883581:2.91:134,[969:201.83:17186554:2.79:159
QQQ_122019C207.5,U,U,U,U,U,U,U,U,0:203.07:18408797:1.35:1175,1094:202.07:32364255:0.89:67,1123:201.7:17883581:0.8:146,[1249:201.83:17186554:0.71:168
QQQ_122719C212,U,U,U,U,U,U,U,U,68:203.07:18408797:0.38:13,89:202.07:32364255:0.24:27,85:201.7:17883581:0.22:5,87:201.83:17186554:0.18:11
QQQ_123119C213,U,U,U,U,U,U,U,U,367:203.07:18408797:0.33:3,370:202.07:32364255:0.37:4,370:201.7:17883581:0.2:2,370:201.83:17186554:0.21:1
QQQ_122019C196.5,U,U,U,U,U,U,U,U,U,0:202.07:32364255:7.1:139,101:201.7:17883581:7.18:18,[118:201.83:17186554:7.18:0
QQQ_112919C196.5,U,U,U,U,U,U,U,U,U,0:202.07:32364255:5.52:14,14:201.7:17883581:5.53:24,[31:201.83:17186554:5.22:45
QQQ_010320C197.5,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:0.0:0
QQQ_010320C201,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:4.29:1,[1:201.83:17186554:4.2:25
QQQ_010320C199,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:5.57:67
QQQ_010320C197,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:6.94:3
QQQ_010320C202,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:3.64:461
QQQ_010320C203,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:3.3:1,[1:201.83:17186554:3.3:0
QQQ_010320C206,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:1.82:5,[5:201.83:17186554:1.67:2
QQQ_010320C209,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:0.78:118
QQQ_010320C207.5,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:1.19:39
QQQ_010320C204,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:2.96:10,[10:201.83:17186554:2.67:2
QQQ_010320C198,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:0.0:0
QQQ_010320C198.5,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:6.12:1,[1:201.83:17186554:6.12:0
QQQ_010320C208,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:1.19:6,[6:201.83:17186554:1.05:11
QQQ_010320C199.5,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:0.0:0
QQQ_010320C205,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:2.23:1,[1:201.83:17186554:2.41:1
QQQ_010320C200,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:5.27:7,[7:201.83:17186554:4.98:10
QQQ_010320C196.5,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:0.0:0,[0:201.83:17186554:0.0:0
QQQ_010320C207,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:1.44:15,[15:201.83:17186554:1.29:5
QQQ_010320C202.5,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:3.6:3,[3:201.83:17186554:3.65:450
QQQ_010320C196,U,U,U,U,U,U,U,U,U,U,0:201.7:17883581:7.97:2,[2:201.83:17186554:7.97:0
