Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SWKS_112919P111,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,0:60.09:2713989:0.0:0,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,0:97.84:1766997:0.0:0
SWKS_112919P112,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,0:60.09:2713989:0.0:0,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,0:97.84:1766997:0.0:0
SWKS_112919P113,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.0:0,U:60.09:2713989::,0:96.04:2078849:0.0:0,0:96.41:1478516:0.0:0,0:97.84:1766997:0.0:0
SWKS_120619P93,0:98.48,1:98.72,1:98.16,6:98.64:1476697:1.8:14,13:100.44:1733122:1.65:15,22:100.38:1492618:1.65:0,22:101.59:4126748:1.65:0,22:101.14:7339110:0.92:38,44:98.75:2588345:0.84:6,42:99.42:2686047:0.84:0,42:60.09:2713989:0.83:1,38:96.04:2078849:1.2:5,40:96.41:1478516:0.95:25,[65:97.84:1766997:0.95:0
SWKS_120619P93.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:1.65:5,5:100.38:1492618:1.65:0,5:101.59:4126748:1.65:0,5:101.14:7339110:1.65:0,5:98.75:2588345:1.0:5,10:99.42:2686047:0.56:1,11:60.09:2713989:0.56:0,11:96.04:2078849:0.56:0,11:96.41:1478516:0.56:0,[11:97.84:1766997:0.56:0
SWKS_120619P94,0:98.48,1:98.72,1:98.16,1:98.64:1476697:2.25:0,1:100.44:1733122:2.25:0,1:100.38:1492618:2.25:0,1:101.59:4126748:2.25:0,1:101.14:7339110:0.81:16,5:98.75:2588345:0.81:0,5:99.42:2686047:0.8:1,5:60.09:2713989:1.1:2,11:96.04:2078849:1.55:6,16:96.41:1478516:1.55:0,[16:97.84:1766997:1.55:0
SWKS_120619P94.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,U:100.44:1733122::,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:0.0:0,0:99.42:2686047:0.8:1,1:60.09:2713989:0.8:0,1:96.04:2078849:0.8:0,1:96.41:1478516:1.7:1,[2:97.84:1766997:1.7:0
SWKS_120619P95,2:98.48,2:98.72,2:98.16,2:98.64:1476697:6.6:0,2:100.44:1733122:2.4:13,11:100.38:1492618:2.4:0,11:101.59:4126748:1.52:1,11:101.14:7339110:1.22:2,13:98.75:2588345:1.24:13,23:99.42:2686047:0.95:6,24:60.09:2713989:0.95:0,36:96.04:2078849:2.0:1,36:96.41:1478516:1.65:8,[39:97.84:1766997:1.47:6
SWKS_120619P95.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:0.0:0,0:101.14:7339110:0.0:0,0:98.75:2588345:1.45:20,20:99.42:2686047:1.45:0,20:60.09:2713989:1.45:0,39:96.04:2078849:2.05:3,42:96.41:1478516:2.05:0,[42:97.84:1766997:1.5:5
SWKS_120619P96,0:98.48,0:98.72,2:98.16,2:98.64:1476697:2.85:0,2:100.44:1733122:2.65:3,5:100.38:1492618:2.25:3,5:101.59:4126748:2.23:1,6:101.14:7339110:1.15:10,6:98.75:2588345:1.63:5,11:99.42:2686047:1.63:0,11:60.09:2713989:1.64:2,12:96.04:2078849:2.5:9,21:96.41:1478516:2.06:4,[24:97.84:1766997:1.8:6
