Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
JBL_122019C47,U,U,U,U,U,U,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_011720C29,U,U,U,U,U,U,U,U,11:38.69:1013846:4.35:0,11:39.02:1174741:4.35:0,11:75.43:212417:4.35:0,11:38.73:1214584:4.35:0,11:38.94:770105:4.35:0,11:38.76:1014804:4.35:0,[11:38.64:777620:4.35:0
JBL_011720C30,U,U,U,U,U,U,U,U,495:38.69:1013846:9.4:0,495:39.02:1174741:9.1:2,U:75.43:212417::,495:38.73:1214584:9.1:0,495:38.94:770105:9.1:0,495:38.76:1014804:9.1:0,[495:38.64:777620:9.1:0
JBL_011720C31,U,U,U,U,U,U,U,U,48:38.69:1013846:2.84:0,48:39.02:1174741:2.84:0,48:75.43:212417:2.84:0,48:38.73:1214584:2.84:0,48:38.94:770105:2.84:0,48:38.76:1014804:2.84:0,[48:38.64:777620:2.84:0
JBL_011720C32,U,U,U,U,U,U,U,U,120:38.69:1013846:7.7:0,120:39.02:1174741:7.7:0,U:75.43:212417::,120:38.73:1214584:7.7:0,120:38.94:770105:7.7:0,120:38.76:1014804:7.7:0,[120:38.64:777620:7.7:0
JBL_011720C33,U,U,U,U,U,U,U,U,92:38.69:1013846:6.79:0,92:39.02:1174741:6.79:0,92:75.43:212417:6.79:0,92:38.73:1214584:5.86:4,92:38.94:770105:5.86:0,92:38.76:1014804:5.86:0,[92:38.64:777620:5.86:0
JBL_011720C34,U,U,U,U,U,U,U,U,250:38.69:1013846:5.38:22,252:39.02:1174741:5.53:2,U:75.43:212417:.:,255:38.73:1214584:5.16:34,287:38.94:770105:5.65:12,299:38.76:1014804:5.65:0,[299:38.64:777620:5.12:7
JBL_011720C35,U,U,U,U,U,U,U,U,731:38.69:1013846:4.57:1,730:39.02:1174741:4.57:0,730:75.43:212417:4.35:3,729:38.73:1214584:4.35:0,729:38.94:770105:4.9:1,730:38.76:1014804:4.9:0,[730:38.64:777620:4.7:4
JBL_011720C36,U,U,U,U,U,U,U,U,138:38.69:1013846:4.0:0,138:39.02:1174741:3.95:1,138:75.43:212417:3.95:0,138:38.73:1214584:3.95:0,138:38.94:770105:3.95:0,138:38.76:1014804:3.95:0,[138:38.64:777620:3.95:0
JBL_011720C37,U,U,U,U,U,U,U,U,188:38.69:1013846:3.65:0,188:39.02:1174741:3.15:1,188:75.43:212417:2.86:2,188:38.73:1214584:2.86:0,188:38.94:770105:3.5:2,189:38.76:1014804:3.1:2,[189:38.64:777620:3.1:0
JBL_011720C38,U,U,U,U,U,U,U,U,233:38.69:1013846:2.45:12,237:39.02:1174741:2.53:4,237:75.43:212417:2.25:4,237:38.73:1214584:2.5:24,245:38.94:770105:2.7:2,245:38.76:1014804:2.7:0,[245:38.64:777620:2.32:4
JBL_011720C39,U,U,U,U,U,U,U,U,62:38.69:1013846:2.35:0,62:39.02:1174741:2.35:0,62:75.43:212417:2.35:0,62:38.73:1214584:2.35:0,62:38.94:770105:2.2:10,62:38.76:1014804:2.0:10,[53:38.64:777620:1.8:3
JBL_011720C40,U,U,U,U,U,U,U,U,186:38.69:1013846:1.75:0,186:39.02:1174741:1.75:0,186:75.43:212417:1.75:0,186:38.73:1214584:1.4:30,216:38.94:770105:1.4:0,216:38.76:1014804:1.4:0,[216:38.64:777620:1.34:10
JBL_011720C41,U,U,U,U,U,U,U,U,43:38.69:1013846:1.32:0,43:39.02:1174741:1.32:0,U:75.43:212417::,46:38.73:1214584:0.93:0,46:38.94:770105:1.23:2,47:38.76:1014804:1.25:0,[47:38.64:777620:1.0:6
JBL_011720C42,U,U,U,U,U,U,U,U,76:38.69:1013846:0.8:10,86:39.02:1174741:0.8:0,86:75.43:212417:0.8:0,86:38.73:1214584:0.8:0,86:38.94:770105:0.9:4,92:38.76:1014804:0.89:0,[92:38.64:777620:0.89:0
JBL_011720C43,U,U,U,U,U,U,U,U,21:38.69:1013846:0.85:0,21:39.02:1174741:0.85:0,21:75.43:212417:0.52:3,24:38.73:1214584:0.52:0,24:38.94:770105:0.52:0,24:38.76:1014804:0.52:0,[24:38.64:777620:0.52:0
JBL_011720C44,U,U,U,U,U,U,U,U,29:38.69:1013846:0.4:1,30:39.02:1174741:0.4:0,U:75.43:212417::,30:38.73:1214584:0.4:0,30:38.94:770105:0.42:2,32:38.76:1014804:0.42:0,[32:38.64:777620:0.42:0
JBL_011720C45,U,U,U,U,U,U,U,U,21:38.69:1013846:0.4:0,21:39.02:1174741:0.4:0,21:75.43:212417:0.21:8,21:38.73:1214584:0.21:0,21:38.94:770105:0.21:0,21:38.76:1014804:0.21:0,[21:38.64:777620:0.21:0
JBL_011720C46,U,U,U,U,U,U,U,U,42:38.69:1013846:0.1:0,42:39.02:1174741:0.1:0,42:75.43:212417:0.1:0,42:38.73:1214584:0.1:0,42:38.94:770105:0.1:0,42:38.76:1014804:0.1:0,[42:38.64:777620:0.1:0
JBL_011720C47,U,U,U,U,U,U,U,U,2:38.69:1013846:0.25:0,2:39.02:1174741:0.25:0,2:75.43:212417:0.25:0,2:38.73:1214584:0.25:0,2:38.94:770105:0.25:0,2:38.76:1014804:0.25:0,[2:38.64:777620:0.25:0
JBL_011720C48,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C34,U,U,U,U,U,U,U,U,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019C36.5,U,U,U,U,U,U,U,U,U,U,U,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019C43.5,U,U,U,U,U,U,U,U,U,U,U,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019C42.5,U,U,U,U,U,U,U,U,U,U,U,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019C35.5,U,U,U,U,U,U,U,U,U,U,U,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019C39.5,U,U,U,U,U,U,U,U,U,U,U,0:38.73:1214584:0.0:0,0:38.94:770105:1.25:8,8:38.76:1014804:1.25:0,[8:38.64:777620:1.25:0
JBL_122019C38.5,U,U,U,U,U,U,U,U,U,U,U,30:38.73:1214584:1.57:6,35:38.94:770105:1.57:0,35:38.76:1014804:1.57:0,[35:38.64:777620:1.67:1
JBL_122019C34.5,U,U,U,U,U,U,U,U,U,U,U,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019C40.5,U,U,U,U,U,U,U,U,U,U,U,4:38.73:1214584:0.74:0,4:38.94:770105:0.74:0,4:38.76:1014804:0.74:0,[4:38.64:777620:0.74:0
JBL_122019C37.5,U,U,U,U,U,U,U,U,U,U,U,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019C41.5,U,U,U,U,U,U,U,U,U,U,U,0:38.73:1214584:0.52:5,4:38.94:770105:0.52:0,4:38.76:1014804:0.52:0,[4:38.64:777620:0.5:1
JBL_010320C39,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C38.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C41,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C34,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C43,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C37.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C38,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C43.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C42.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C40.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C42,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C34.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C35,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C35.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C39.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C40,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C41.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C36,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C37,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_010320C36.5,U,U,U,U,U,U,U,U,U,U,U,U,U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
