Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
LITE_112919P66,1:66.53:1018954:2.3:0,1:66.65:1445424:2.3:0,1:67.7:1211498:2.3:0,1:67.81:1029256:2.3:0,1:67.99:1086775:2.3:0,1:68.9:1538132:2.3:0,1:68.91:968045:0.53:3,:69.25:826590:U:U,4:68.17:670669:0.72:11,14:67.15:1165003:0.75:24,[27:68.19:858666:0.49:19
LITE_112919P66.5,3:66.53:1018954:2.6:0,3:66.65:1445424:2.6:0,3:67.7:1211498:2.6:0,3:67.81:1029256:2.6:0,3:67.99:1086775:2.6:0,3:68.9:1538132:2.6:0,3:68.91:968045:2.6:0,3:69.25:826590:2.6:0,U:68.17:670669:.:U,3:67.15:1165003:2.6:0,[3:68.19:858666:0.5:2
LITE_112919P67,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:1.35:3,3:68.9:1538132:1.35:0,3:68.91:968045:1.35:0,3:69.25:826590:1.35:0,3:68.17:670669:1.35:0,3:67.15:1165003:1.35:0,[3:68.19:858666:0.6:12
LITE_112919P67.5,28:66.53:1018954:3.3:0,28:66.65:1445424:3.3:0,28:67.7:1211498:3.3:0,28:67.81:1029256:3.3:0,28:67.99:1086775:3.3:0,28:68.9:1538132:3.3:0,U:68.91:968045::,28:69.25:826590:0.73:2,28:68.17:670669:1.25:1,28:67.15:1165003:1.24:15,[31:68.19:858666:0.75:10
LITE_112919P68,2:66.53:1018954:3.3:0,2:66.65:1445424:4.5:1,3:67.7:1211498:4.5:0,3:67.81:1029256:1.95:1,3:67.99:1086775:1.95:0,3:68.9:1538132:1.35:1,U:68.91:968045::,3:69.25:826590:1.2:0,3:68.17:670669:1.96:5,6:67.15:1165003:1.38:1,[7:68.19:858666:1.38:0
LITE_112919P68.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:1.67:10,10:67.15:1165003:1.67:0,[10:68.19:858666:1.41:3
LITE_112919P69,0:66.53:1018954:0.0:0,0:66.65:1445424:3.41:3,3:67.7:1211498:3.41:0,3:67.81:1029256:3.41:0,3:67.99:1086775:3.41:0,3:68.9:1538132:3.41:0,3:68.91:968045:3.41:0,3:69.25:826590:3.41:0,3:68.17:670669:3.41:0,3:67.15:1165003:2.0:1,[4:68.19:858666:2.0:0
LITE_112919P69.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,:69.25:826590:.:U,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_112919P70,5:66.53:1018954:4.6:0,5:66.65:1445424:4.6:0,5:67.7:1211498:4.6:0,5:67.81:1029256:4.6:0,5:67.99:1086775:4.6:0,5:68.9:1538132:4.6:0,U:68.91:968045::,5:69.25:826590:3.12:0,5:68.17:670669:3.12:0,5:67.15:1165003:3.12:0,[5:68.19:858666:3.12:0
LITE_112919P70.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:2.5:6
LITE_112919P71,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,:69.25:826590:U:U,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_112919P71.5,62:66.53:1018954:6.3:0,62:66.65:1445424:6.3:0,62:67.7:1211498:6.3:0,62:67.81:1029256:6.3:0,62:67.99:1086775:6.3:0,62:68.9:1538132:6.3:0,62:68.91:968045:6.3:0,62:69.25:826590:6.3:0,62:68.17:670669:6.3:0,62:67.15:1165003:6.3:0,[62:68.19:858666:6.3:0
LITE_120619P62,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,0:68.19:858666:0.25:2
LITE_120619P62.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,0:68.19:858666:0.0:0
LITE_120619P63,1:66.53:1018954:2.25:0,1:66.65:1445424:2.25:0,1:67.7:1211498:2.25:0,1:67.81:1029256:2.25:0,1:67.99:1086775:2.25:0,1:68.9:1538132:2.25:0,1:68.91:968045:2.25:0,:69.25:826590:U:U,U:68.17:670669:U:U,1:67.15:1165003:2.25:0,1:68.19:858666:2.25:0
LITE_120619P63.5,0:66.53:1018954:1.8:50,50:66.65:1445424:1.8:0,50:67.7:1211498:1.8:0,50:67.81:1029256:1.8:0,50:67.99:1086775:1.8:0,50:68.9:1538132:1.8:0,50:68.91:968045:0.6:1,51:69.25:826590:0.6:0,U:68.17:670669:U:U,51:67.15:1165003:0.6:0,[51:68.19:858666:0.6:0
LITE_120619P64,3:66.53:1018954:2.6:0,3:66.65:1445424:2.6:0,3:67.7:1211498:2.6:0,3:67.81:1029256:2.6:0,3:67.99:1086775:2.6:0,3:68.9:1538132:2.6:0,3:68.91:968045:2.6:0,3:69.25:826590:2.6:0,3:68.17:670669:2.6:0,3:67.15:1165003:2.6:0,[3:68.19:858666:2.6:0
LITE_120619P64.5,0:66.53:1018954:2.1:3,3:66.65:1445424:2.1:0,3:67.7:1211498:2.1:0,3:67.81:1029256:2.1:0,3:67.99:1086775:2.1:0,3:68.9:1538132:2.1:0,3:68.91:968045:2.1:0,3:69.25:826590:2.1:0,3:68.17:670669:2.1:0,3:67.15:1165003:2.1:0,[3:68.19:858666:2.1:0
LITE_120619P65,1:66.53:1018954:3.4:0,1:66.65:1445424:1.75:1,2:67.7:1211498:1.75:0,2:67.81:1029256:1.75:0,2:67.99:1086775:1.75:0,2:68.9:1538132:1.75:0,2:68.91:968045:1.75:0,2:69.25:826590:1.75:0,2:68.17:670669:1.75:0,2:67.15:1165003:1.75:0,[2:68.19:858666:1.75:0
LITE_120619P65.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,U:68.91:968045::,0:69.25:826590:0.0:0,U:68.17:670669:U:U,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_120619P66,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_120619P66.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,U:68.91:968045::,:69.25:826590:U:U,2:68.17:670669:1.1:0,2:67.15:1165003:1.1:0,[2:68.19:858666:1.05:6
LITE_120619P67,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:2.25:1,1:67.81:1029256:2.35:1,0:67.99:1086775:2.35:0,0:68.9:1538132:2.35:0,0:68.91:968045:1.8:10,10:69.25:826590:1.35:10,U:68.17:670669:U:U,3:67.15:1165003:1.7:0,[3:68.19:858666:1.7:0
LITE_120619P67.5,0:66.53:1018954:3.5:4,4:66.65:1445424:3.5:0,4:67.7:1211498:2.3:1,5:67.81:1029256:2.3:0,5:67.99:1086775:2.3:0,5:68.9:1538132:1.65:1,6:68.91:968045:1.65:0,6:69.25:826590:1.65:0,6:68.17:670669:2.15:2,8:67.15:1165003:2.15:0,[8:68.19:858666:2.15:0
LITE_120619P68,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:2.35:2,2:68.91:968045:2.35:0,2:69.25:826590:2.35:0,U:68.17:670669:U:U,2:67.15:1165003:2.35:0,[2:68.19:858666:2.35:0
LITE_120619P68.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,U:68.91:968045::,0:69.25:826590:1.9:10,10:68.17:670669:1.9:0,10:67.15:1165003:1.9:0,[10:68.19:858666:1.85:3
LITE_120619P69,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_120619P69.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_120619P70,7:66.53:1018954:5.3:0,7:66.65:1445424:5.3:0,7:67.7:1211498:5.3:0,7:67.81:1029256:5.3:0,7:67.99:1086775:5.3:0,7:68.9:1538132:5.3:0,U:68.91:968045::,7:69.25:826590:5.3:0,7:68.17:670669:5.3:0,7:67.15:1165003:5.3:0,[7:68.19:858666:5.3:0
LITE_120619P70.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,U:68.17:670669:U:U,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_120619P71,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_120619P71.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_121319P62,4:66.53:1018954:1.8:0,4:66.65:1445424:1.8:0,4:67.7:1211498:1.8:0,4:67.81:1029256:1.8:0,4:67.99:1086775:1.8:0,4:68.9:1538132:1.8:0,4:68.91:968045:1.8:0,4:69.25:826590:1.8:0,4:68.17:670669:1.8:0,4:67.15:1165003:1.8:0,4:68.19:858666:1.8:0
LITE_121319P62.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:1.2:6,5:67.81:1029256:1.2:0,5:67.99:1086775:1.2:0,5:68.9:1538132:1.2:0,U:68.91:968045::,:69.25:826590:U:U,U:68.17:670669:U:U,5:67.15:1165003:1.2:0,5:68.19:858666:1.2:0
LITE_121319P63,3:66.53:1018954:2.45:0,3:66.65:1445424:2.45:0,3:67.7:1211498:1.25:25,28:67.81:1029256:1.25:0,28:67.99:1086775:1.25:0,28:68.9:1538132:1.25:0,28:68.91:968045:1.25:0,28:69.25:826590:1.25:0,28:68.17:670669:1.25:0,28:67.15:1165003:0.86:1,29:68.19:858666:0.86:0
LITE_121319P63.5,2:66.53:1018954:2.15:0,2:66.65:1445424:2.15:0,2:67.7:1211498:2.15:0,2:67.81:1029256:2.15:0,2:67.99:1086775:2.15:0,2:68.9:1538132:2.15:0,U:68.91:968045::,2:69.25:826590:2.15:0,2:68.17:670669:2.15:0,2:67.15:1165003:2.15:0,[2:68.19:858666:2.15:0
LITE_121319P64,6:66.53:1018954:2.85:0,6:66.65:1445424:2.85:0,6:67.7:1211498:2.85:0,6:67.81:1029256:2.85:0,6:67.99:1086775:2.85:0,6:68.9:1538132:2.85:0,6:68.91:968045:2.85:0,6:69.25:826590:2.85:0,6:68.17:670669:2.85:0,6:67.15:1165003:2.85:0,[6:68.19:858666:2.85:0
LITE_121319P64.5,1:66.53:1018954:3.2:0,1:66.65:1445424:3.2:0,1:67.7:1211498:3.2:0,1:67.81:1029256:3.2:0,1:67.99:1086775:3.2:0,1:68.9:1538132:3.2:0,1:68.91:968045:3.2:0,1:69.25:826590:3.2:0,1:68.17:670669:3.2:0,1:67.15:1165003:3.2:0,[1:68.19:858666:3.2:0
LITE_121319P65,22:66.53:1018954:2.7:0,22:66.65:1445424:2.7:0,22:67.7:1211498:2.7:0,22:67.81:1029256:2.7:0,22:67.99:1086775:2.7:0,22:68.9:1538132:2.7:0,22:68.91:968045:2.7:0,22:69.25:826590:0.96:2,24:68.17:670669:0.96:0,24:67.15:1165003:0.96:0,[24:68.19:858666:0.96:0
LITE_121319P65.5,15:66.53:1018954:3.1:0,15:66.65:1445424:3.1:0,15:67.7:1211498:3.1:0,15:67.81:1029256:2.0:15,15:67.99:1086775:2.0:0,15:68.9:1538132:2.0:0,15:68.91:968045:1.15:1,:69.25:826590:U:U,15:68.17:670669:1.1:0,15:67.15:1165003:1.1:0,[15:68.19:858666:1.1:0
LITE_121319P66,3:66.53:1018954:2.9:10,10:66.65:1445424:2.45:15,13:67.7:1211498:2.1:1,14:67.81:1029256:2.1:0,14:67.99:1086775:2.1:0,14:68.9:1538132:1.55:1,13:68.91:968045:1.55:0,13:69.25:826590:1.2:11,14:68.17:670669:1.2:0,14:67.15:1165003:1.6:0,[14:68.19:858666:1.6:0
LITE_121319P66.5,1:66.53:1018954:3.4:0,1:66.65:1445424:3.4:0,1:67.7:1211498:3.4:0,1:67.81:1029256:3.4:0,1:67.99:1086775:3.4:0,1:68.9:1538132:3.4:0,U:68.91:968045::,1:69.25:826590:3.4:0,1:68.17:670669:3.4:0,1:67.15:1165003:3.4:0,[1:68.19:858666:3.4:0
LITE_121319P67,2:66.53:1018954:3.8:0,2:66.65:1445424:3.8:0,2:67.7:1211498:3.8:0,2:67.81:1029256:3.8:0,2:67.99:1086775:3.8:0,2:68.9:1538132:3.8:0,2:68.91:968045:3.8:0,2:69.25:826590:3.8:0,2:68.17:670669:3.8:0,2:67.15:1165003:3.8:0,[2:68.19:858666:3.8:0
LITE_121319P67.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:2.75:2,2:67.81:1029256:2.75:0,2:67.99:1086775:2.75:0,2:68.9:1538132:2.75:0,2:68.91:968045:2.75:0,2:69.25:826590:2.75:0,2:68.17:670669:2.75:0,2:67.15:1165003:2.75:0,[2:68.19:858666:2.75:0
LITE_121319P68,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,:69.25:826590:U:U,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_121319P68.5,0:66.53:1018954:0.0:0,0:66.65:1445424:5.5:1,1:67.7:1211498:5.5:0,1:67.81:1029256:5.5:0,1:67.99:1086775:5.5:0,1:68.9:1538132:5.5:0,1:68.91:968045:5.5:0,1:69.25:826590:5.5:0,U:68.17:670669:U:U,1:67.15:1165003:5.5:0,[1:68.19:858666:5.5:0
LITE_121319P69,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,U:68.17:670669:U:U,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_121319P69.5,16:66.53:1018954:5.3:0,16:66.65:1445424:5.3:0,16:67.7:1211498:5.3:0,16:67.81:1029256:5.3:0,16:67.99:1086775:5.3:0,16:68.9:1538132:5.3:0,16:68.91:968045:5.3:0,:69.25:826590:U:U,16:68.17:670669:5.3:0,16:67.15:1165003:5.3:0,[16:68.19:858666:5.3:0
