Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
IRBT_112919C54,8:49.32:924324:1.29:0,8:49.24:771657:1.29:0,8:47.68:1372582:0.2:1,8:44.91:2058638:0.11:1,8:44.93:1354224:0.1:1,8:45.13:929609:0.15:97,102:46.68:1218471:0.15:0,:46.41:775660:.0:U,U:273.0:891144:U:U,101:46.02:705222:0.1:0,101:46.51:683008:0.1:0
IRBT_120619C44.5,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:0.0:0,0:46.68:1218471:0.0:0,0:46.41:775660:0.0:0,0:273.0:891144:0.0:0,0:46.02:705222:0.0:0,[0:46.51:683008:0.0:0
IRBT_120619C45,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:0.0:0,0:46.68:1218471:0.0:0,0:46.41:775660:0.0:0,0:273.0:891144:0.0:0,0:46.02:705222:0.0:0,[0:46.51:683008:2.06:60
IRBT_120619C45.5,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:1.95:4,2:44.93:1354224:1.95:0,2:45.13:929609:1.73:29,3:46.68:1218471:1.75:1,3:46.41:775660:2.21:1,3:273.0:891144:2.21:0,3:46.02:705222:1.95:1,[4:46.51:683008:1.87:1
IRBT_120619C46,1:49.32:924324:3.9:0,1:49.24:771657:3.9:0,1:47.68:1372582:3.9:0,1:44.91:2058638:2.2:1,2:44.93:1354224:1.56:1,3:45.13:929609:1.67:1,4:46.68:1218471:2.0:2,5:46.41:775660:1.9:3,U:273.0:891144:U:U,7:46.02:705222:1.75:1,[6:46.51:683008:1.7:86
IRBT_120619C46.5,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:0.0:0,0:45.13:929609:0.0:0,0:46.68:1218471:0.0:0,0:46.41:775660:0.0:0,0:273.0:891144:0.0:0,0:46.02:705222:1.42:1,[1:46.51:683008:1.7:65
IRBT_120619C47,0:49.32:924324:0.0:0,0:49.24:771657:0.0:0,0:47.68:1372582:0.0:0,0:44.91:2058638:0.0:0,0:44.93:1354224:1.6:51,51:45.13:929609:1.4:9,60:46.68:1218471:1.8:54,84:46.41:775660:1.37:51,U:273.0:891144:U:U,63:46.02:705222:1.3:3,[63:46.51:683008:1.45:114
IRBT_120619C47.5,2:49.32:924324:5.15:0,2:49.24:771657:5.15:0,2:47.68:1372582:5.15:0,2:44.91:2058638:1.97:1,3:44.93:1354224:1.97:0,3:45.13:929609:1.15:1,3:46.68:1218471:1.15:0,3:46.41:775660:1.15:0,3:273.0:891144:1.2:1,4:46.02:705222:1.2:0,[4:46.51:683008:1.25:31
IRBT_120619C48,11:49.32:924324:3.3:0,11:49.24:771657:3.3:0,11:47.68:1372582:3.3:0,11:44.91:2058638:3.3:0,11:44.93:1354224:3.3:0,11:45.13:929609:1.05:2,11:46.68:1218471:1.35:5,13:46.41:775660:1.35:0,13:273.0:891144:1.35:0,13:46.02:705222:1.0:1,[14:46.51:683008:1.1:46
IRBT_120619C48.5,0:49.32:924324:3.3:0,0:49.24:771657:2.5:25,25:47.68:1372582:2.5:0,25:44.91:2058638:2.5:0,25:44.93:1354224:2.5:0,25:45.13:929609:2.5:0,25:46.68:1218471:1.09:3,28:46.41:775660:1.09:0,U:273.0:891144:U:U,44:46.02:705222:0.82:1,[44:46.51:683008:0.77:5
IRBT_120619C49,0:49.32:924324:0.0:0,0:49.24:771657:2.2:39,39:47.68:1372582:2.0:1,39:44.91:2058638:1.0:1,39:44.93:1354224:0.9:2,39:45.13:929609:0.85:1,39:46.68:1218471:0.8:2,40:46.41:775660:0.8:0,40:273.0:891144:0.65:3,40:46.02:705222:0.65:0,[40:46.51:683008:0.67:9
IRBT_120619C49.5,1:49.32:924324:2.75:0,1:49.24:771657:1.95:15,15:47.68:1372582:1.95:0,15:44.91:2058638:1.95:0,15:44.93:1354224:0.7:71,85:45.13:929609:0.7:0,85:46.68:1218471:0.93:1,86:46.41:775660:0.93:0,U:273.0:891144:U:U,86:46.02:705222:0.93:0,[86:46.51:683008:0.93:0
IRBT_120619C50,259:49.32:924324:2.05:4,255:49.24:771657:1.95:86,325:47.68:1372582:1.95:0,325:44.91:2058638:0.67:70,325:44.93:1354224:0.67:0,325:45.13:929609:0.5:4,326:46.68:1218471:0.8:3,327:46.41:775660:0.55:5,332:273.0:891144:0.55:0,332:46.02:705222:0.49:1,[333:46.51:683008:0.55:7
IRBT_120619C50.5,10:49.32:924324:2.1:0,10:49.24:771657:1.6:10,2:47.68:1372582:1.6:0,2:44.91:2058638:1.6:0,2:44.93:1354224:1.6:0,2:45.13:929609:1.6:0,2:46.68:1218471:0.55:1,3:46.41:775660:0.55:0,3:273.0:891144:0.55:0,3:46.02:705222:0.55:0,[3:46.51:683008:0.55:0
IRBT_120619C51,11:49.32:924324:2.1:0,11:49.24:771657:2.1:0,11:47.68:1372582:1.0:1,12:44.91:2058638:1.0:0,12:44.93:1354224:0.6:1,13:45.13:929609:0.45:1,14:46.68:1218471:0.6:8,19:46.41:775660:0.6:0,U:273.0:891144:U:U,20:46.02:705222:0.5:0,[20:46.51:683008:0.5:0
IRBT_120619C51.5,3:49.32:924324:2.65:0,3:49.24:771657:1.4:12,14:47.68:1372582:1.4:0,14:44.91:2058638:1.4:0,14:44.93:1354224:0.45:37,45:45.13:929609:0.45:0,45:46.68:1218471:0.45:0,45:46.41:775660:0.45:0,45:273.0:891144:0.35:1,U:46.02:705222:U:U,[44:46.51:683008:0.35:0
IRBT_120619C52,260:49.32:924324:2.3:0,260:49.24:771657:1.2:13,253:47.68:1372582:1.2:0,253:44.91:2058638:0.5:1,253:44.93:1354224:0.35:87,334:45.13:929609:0.35:1,333:46.68:1218471:0.3:5,333:46.41:775660:0.3:0,333:273.0:891144:0.3:0,333:46.02:705222:0.3:0,333:46.51:683008:0.3:0
IRBT_120619C52.5,78:49.32:924324:2.0:0,78:49.24:771657:0.95:12,85:47.68:1372582:0.95:0,85:44.91:2058638:0.95:0,85:44.93:1354224:0.95:0,85:45.13:929609:0.95:0,U:46.68:1218471::,85:46.41:775660:0.95:0,85:273.0:891144:0.95:0,85:46.02:705222:0.95:0,85:46.51:683008:0.95:0
IRBT_120619C53,38:49.32:924324:1.9:0,38:49.24:771657:1.9:0,38:47.68:1372582:0.7:2,40:44.91:2058638:0.7:0,40:44.93:1354224:0.7:0,40:45.13:929609:0.7:0,40:46.68:1218471:0.7:0,40:46.41:775660:0.7:0,40:273.0:891144:0.7:0,40:46.02:705222:0.7:0,40:46.51:683008:0.7:0
IRBT_120619C53.5,18:49.32:924324:1.7:0,18:49.24:771657:1.7:0,18:47.68:1372582:0.55:1,18:44.91:2058638:0.55:0,18:44.93:1354224:0.55:0,18:45.13:929609:0.55:0,18:46.68:1218471:0.55:0,18:46.41:775660:0.55:0,18:273.0:891144:0.55:0,18:46.02:705222:0.55:0,18:46.51:683008:0.15:7
IRBT_120619C54,4:49.32:924324:1.52:0,4:49.24:771657:0.65:2,2:47.68:1372582:0.65:0,2:44.91:2058638:0.65:0,2:44.93:1354224:0.65:0,2:45.13:929609:0.65:0,U:46.68:1218471::,2:46.41:775660:0.65:0,2:273.0:891144:0.65:0,U:46.02:705222:U:U,31:46.51:683008:0.19:0
