Symbol,20191028,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SAGE_120619P148,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,15:151.52:572833:16.0:0,15:0:0:16.0:0,[15:149.0:278972:16.0:0
SAGE_120619P149,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,0:0:0:0.0:0,[0:149.0:278972:0.0:0
SAGE_120619P150,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,U:151.52:572833:U:U,U:0:0:U:U,[0:149.0:278972:0.0:0
SAGE_120619P152.5,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,U:138.93:231450::,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,0:0:0:0.0:0,[0:149.0:278972:0.0:0
SAGE_120619P155,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,0:0:0:0.0:0,[0:149.0:278972:0.0:0
SAGE_122019P95,11:142.27,11:138.01,11:135.65,11.0,11:143.7,11:144.44,11:138.71,11:138.93:231450:9.25:1,12:144.34:332290:6.4:1,13:141.55:572910:5.18:1,12:144.05:335818:5.18:0,12:140.79:296213:5.5:1,12:146.32:302683:5.5:0,U:145.96:446497::,13:151.52:572833:4.1:0,13:0:0:4.1:0,13:149.0:278972:4.1:0
SAGE_122019P100,8:142.27,11:138.01,11:135.65,11.0,11:143.7,12:144.44,12:138.71,12:138.93:231450:7.8:11,22:144.34:332290:7.0:7,29:141.55:572910:7.0:0,29:144.05:335818:6.41:3032,3061:140.79:296213:6.8:30,3090:146.32:302683:5.8:27,U:145.96:446497::,3109:151.52:572833:5.35:0,3109:0:0:4.7:357,3443:149.0:278972:5.28:30
SAGE_122019P105,146:142.27,147:138.01,147:135.65,147.0,147:143.7,146:144.44,146:138.71,146:138.93:231450:9.75:0,146:144.34:332290:8.69:5,151:141.55:572910:8.69:0,151:144.05:335818:7.73:1,152:140.79:296213:8.3:2,152:146.32:302683:6.74:1,152:145.96:446497:6.67:2,154:151.52:572833:6.81:0,154:0:0:5.6:5,149:149.0:278972:5.6:0
SAGE_122019P110,546:142.27,546:138.01,546:135.65,528.0,557:143.7,557:144.44,567:138.71,567:138.93:231450:12.06:0,568:144.34:332290:9.75:15,583:141.55:572910:9.15:4,587:144.05:335818:9.5:4,589:140.79:296213:10.0:2,591:146.32:302683:10.0:0,U:145.96:446497::,594:151.52:572833:5.6:435,U:0:0:U:U,919:149.0:278972:7.69:5
SAGE_122019P115,16:142.27,16:138.01,16:135.65,16.0,16:143.7,16:144.44,16:138.71,18:138.93:231450:13.69:0,18:144.34:332290:13.69:0,18:141.55:572910:13.69:0,18:144.05:335818:10.82:5,21:140.79:296213:11.91:1,21:146.32:302683:9.64:10,U:145.96:446497::,34:151.52:572833:9.13:0,U:0:0:U:U,34:149.0:278972:9.03:1
